sku	fnsku	asin	product-name	condition	your-price	mfn-listing-exists	mfn-fulfillable-quantity	afn-listing-exists	afn-warehouse-quantity	afn-fulfillable-quantity	afn-unsellable-quantity	afn-reserved-quantity	afn-total-quantity	per-unit-volume	afn-inbound-working-quantity	afn-inbound-shipped-quantity	afn-inbound-receiving-quantity	afn-researching-quantity	afn-reserved-future-supply	afn-future-supply-buyable
NTC-WPC-CHC2-A	B01KITQBTG	B01KITQBTG	Nutricost Whey Protein Concentrate (Chocolate) 2LBS - Gluten Free & Non-GMO	New	24.95	No		Yes	11	4	0	7	11	0.17	0	0	0	0	0	0
NTC-WPC-UF2	B01KITQF0Q	B01KITQF0Q	Nutricost Whey Protein Concentrate (Unflavored) 2LBS - Gluten Free & Non-GMO	New	24.95	No		Yes	151	129	1	20	236	0.15	0	84	1	1	0	84
NTC-WPC-UF5-A	B01KITQG0A	B01KITQG0A	Nutricost Whey Protein Concentrate (Unflavored) 5LBS	New	44.95	No		Yes	1347	1123	14	208	1429	0.42	0	0	82	2	0	0
NTC-WPC-VAN2-A	B01KITQDK8	B01KITQDK8	Nutricost Whey Protein Concentrate (Vanilla) 2LBS	New	24.95	No		Yes	169	76	1	91	169	0.16	0	0	0	1	0	0
NTC-WPC-VAN5	B01KITQEPM	B01KITQEPM	Nutricost Whey Protein Concentrate (Vanilla) 5LBS	New	44.95	No		Yes	914	855	7	51	914	0.41	0	0	0	1	0	4
NTC-WPI-2CHOCPB	B08B2XCK56	B08B2XCK56	Nutricost Whey Protein Isolate (Chocolate Peanut Butter, 2 Pound) Protein Powder	New	24.95	No		Yes	4	0	0	4	4	0.14	0	0	0	0	0	0
NTC-WPI-5CHOCPB	B08B2GPGRT	B08B2GPGRT	Nutricost Whey Protein Isolate (Chocolate Peanut Butter, 5 Pound) Protein Powder	New	45.95	No		Yes	132	0	1	130	496	0.41	0	360	4	1	0	360
NTC-WPI-UF5-A	B01HOPJAAE	B01HOPJAAE	Nutricost Whey Protein Isolate (Unflavored) 5LBS	New	48.95	No		Yes	1641	816	61	764	1850	0.42	0	120	89	0	0	120
NTC-Yohimb240-A	B01MQDHYNM	B01MQDHYNM	Nutricost Yohimbine HCl 5mg, 240 Capsules Extra Strength - Gluten Free, Non-GMO	New	17.95	No		Yes	3627	110	15	3502	3695	0.05	0	0	68	0	0	0
NTC-ZINCGLUCO-120C	B08DBQ49P1	B08DBQ49P1	Nutricost Zinc Gluconate 120 Vegetarian Capsules (50mg) - Gluten Free and Non-GMO	New	12.99	No		Yes	42	40	0	2	42	0.02	0	0	0	0	0	0
NTC-ZINCPICO-120C	B08D71G6LT	B08D71G6LT	Nutricost Zinc Picolinate 50mg, 120 Vegetarian Capsules - Gluten Free and Non-GMO	New	15.95	No		Yes	68	56	1	10	264	0.01	0	196	0	1	0	196
NTC-ZINC_CIT-50MG-90T	B096N4WNS7	B096N4WNS7	Nutricost Zinc 50mg, 90 Tablets - Non-GMO, Gluten Free	New	9.95	No		Yes	35	15	0	20	35	0.01	0	0	0	0	0	0
NTC-ZMA180-A1	B01NCMN6WL	B01NCMN6WL	Nutricost ZMA 180 Capsules - Non-GMO and Gluten Free ZMA Supplement	New	25.95	No		Yes	25	0	2	23	25	0.02	0	0	0	0	0	0
NTC049101-01P	X000Z27B7T	B01CKLMWYS	Nutricost Alpha Lipoic Acid 600mg Per Serving, 240 Capsules - Gluten Free, Vegetarian Capsules, Soy Free & Non-GMO	New	19.99	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
NTC049101-FBA	B01CKLMWYS	B01CKLMWYS	Nutricost Alpha Lipoic Acid 600mg Per Serving, 240 Capsules - Gluten Free, Vegetarian Capsules, Soy Free & Non-GMO	New	19.98	No		Yes	32778	7846	67	24865	32778	0.02	0	0	0	0	0	0
NTC087101	B071R2BRD4	B071R2BRD4	Nutricost MCT Oil Powder 1LB (16oz) - Great for Keto, Ketosis and Ketogenic Diets - Zero Net Carbs, Non-GMO + Gluten Free (Medium Chain Triglyceride)	New	23.95	No		Yes	364	238	1	125	382	0.1	0	0	18	0	0	0
NTC087201	B06ZYR5GPQ	B06ZYR5GPQ	Nutricost MCT Oil Powder 2LBS (32oz) - Great for Ketosis and Ketogenic Diets - Zero Net Carbs - Non-GMO + Gluten Free	New	38.95	No		Yes	276	159	2	115	279	0.15	0	0	3	0	0	0
NTC220101	B07KYWQ4LS	B07KYWQ4LS	Nutricost Vitamin B2 (Riboflavin) 100mg, 120 Capsules - Gluten Free and Non-GMO	New	10.00	Yes	250	No	5012	4488	9	514	5957	0.01	0	0	945	1	0	0
NTCMULTIMEN-A	B06WP6KQKH	B06WP6KQKH	Nutricost Multivitamin for Men 120 Capsules - Vitamins and Minerals for The Healthy Man	New	13.95	No		Yes	517	8	2	507	517	0.03	0	0	0	0	0	0
NTC_SODIUMCITR2LB	B096H1K287	B096H1K287	Nutricost Sodium Citrate Powder 2LB (32oz) - Food Grade, Non-GMO - Emulsifier, Natural Flavor Enhancer, Food Preservant	New	24.95	No		Yes	16	10	0	6	17	0.07	0	0	1	0	0	0
PotCitrCaps500-A	B01JN8WWQ4	B01JN8WWQ4	Nutricost Potassium Citrate 99mg, 500 Capsules	New	16.95	No		Yes	10125	6596	12	3461	10125	0.04	0	0	0	56	0	0
RENUVIE-DAY	X002NJB3W1	B08CQGD1HW	Renuvie Good Day Cream 30ml (1fl oz) - Moisturizing Day-Time Skin Cream With Acetyl Hexapeptide 8	New	24.95	No		Yes	19	19	0	0	19	0.02	0	0	0	0	0	0
SC-VITBCMPX-90C	B089LGLJP6	B089LGLJP6	Staunch Vitamin B Complex 460 MG, 90 Capsules - Non-GMO	New	12.00	No		Yes	119	119	0	0	119	0.01	0	0	0	0	0	0
ST-LCARN120C	B0892P3BH9	B0892P3BH9	Staunch L-Carnitine Tartrate Capsules 1000mg Per Serving, 120 Capsules (60 Servings)	New	14.00	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
ST-LCIT-300G	B087DXGFX8	B087DXGFX8	Staunch L-Citrulline Powder (300 Grams)	New	19.00	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
ST-LCIT120CAPS	X002L63365	B087DZBDPX	Staunch Labs L-Citrulline Capsules 1500mg Serving, 60 Servings - 120 Capsules, Gluten Free	New	15.00	No		Yes	3	0	0	3	3	0.02	0	0	0	0	0	0
ST-PRE-0STIM30AA	B07C36NZD6	B07C36NZD6	Staunch PRE Zero-Stim - 30 Servings, Aussie Apple Pre-Workout Powder, No Stimulates. with Betapure, L-Citrulline, Vitamin B12 and More	New	39.00	No		Yes	100	61	0	39	100	0.06	0	0	0	0	0	0
STC-BCAAHY-PA30	B07C2RKL9N	B07C2RKL9N	Staunch BCAA Powder - BCAA + Hydration Complex - Pineapple 30 Servings - Recovery and Coconut Water Hydration Branched Chain Amino Acid Complex	New	34.00	No		Yes	55	54	0	1	55	0.05	0	0	0	0	0	0
STC-BCAAHY-PM30	B07H7V2BHZ	B07H7V2BHZ	Staunch BCAA Powder - BCAA + Hydration Complex - Peach Mango 30 Servings - Recovery and Coconut Water Hydration Branched Chain Amino Acid Complex	New	34.00	No		Yes	69	64	0	5	71	0.04	0	0	2	0	0	0
STC-BCAAHY-SC30	B076L33KVT	B076L33KVT	Staunch BCAA Powder - BCAA + Hydration Complex - Strawberry Coconut 30 Servings - Recovery and Coconut Water Hydration Branched Chain Amino Acid Complex	New	34.00	No		Yes	66	31	0	35	98	0.04	0	30	2	0	0	30
STC-BCAAHY-WG30	B076L8PNZN	B076L8PNZN	Staunch BCAA Powder - BCAA + Hydration Complex - White Grape 30 Servings - Recovery and Coconut Water Hydration Branched Chain Amino Acid Complex	New	34.00	No		Yes	95	72	1	22	95	0.05	0	0	0	0	0	0
STC-BCAAHYD-PINK	B097V33F7V	B097V33F7V	Staunch BCAA +Hydration Powder (Pink Drink, 30 Servings) - Recovery and Coconut Water Hydration Branched Chain Amino Acid Complex	New	34.00	No		Yes	30	0	0	30	30	0.12	0	0	0	0	0	0
STC-BETAALA300G	B089116XNF	B089116XNF	Staunch Beta Alanine Powder 100 Servings - 300 Grams, 3 Grams Per Serving	New	15.00	No		Yes	66	0	0	66	66	0.04	0	0	0	0	0	0
STC-CLA90C	B07C36ZQFN	B07C36ZQFN	Staunch CLA (Conjugated Linoleic Acid) 120 Softgels, Non-GMO, Gluten Free	New	20.00	No		Yes	46	46	0	0	47	0.02	0	0	1	0	0	0
STC-CREAT5-FP30	B0778XX1F7	B0778XX1F7	Staunch Creatine Five Creatine Powder (Fruit Punch) 30 Servings - Creatine Monohydrate, MagnaPower, Tri-Creatine Malate, Creatine Pyruvate, and Creatine Anhydrous	New	19.99	No		Yes	3	0	0	3	4	0.03	0	0	1	0	0	0
STC-CREAT5-UF50	B0778XWCST	B0778XWCST	Staunch Creatine Five Creatine Powder (Unflavored) 50 Servings - Creatine Monohydrate, MagnaPower, Tri-Creatine Malate, Creatine Pyruvate, and Creatine Anhydrous	New	19.99	No		Yes	1	0	1	0	1	0.04	0	0	0	0	0	0
STC-DAA50UF	B07DNK9BM3	B07DNK9BM3	Staunch D-Aspartic Acid Powder 150 Grams, 50 Servings, DAA Supplement	New	14.95	No		Yes	40	16	0	24	85	0.03	0	45	0	0	0	45
STC-ELDRBRRYGUM	B088596FYQ	B088596FYQ	Staunch Elderberry Gummies (90 Servings) - Includes Vitamin C & Zinc	New	13.95	No		Yes	1	0	0	1	1	0.01	0	0	0	0	0	0
STC-FRK-30BLUEBAZ	B081K8Z1PB	B081K8Z1PB	Staunch Koala Freak 2.0 Pre-Workout (Blue Raspberry) 30 Servings - Effective, Premium Pre-Workout Powder	New	49.00	No		Yes	0	0	0	0	0	0.05	0	0	0	0	0	0
STC-FRK-30MYST	B081K8ZLBM	B081K8ZLBM	Staunch Koala Freak 2.0 Pre-Workout (Mystery) 30 Servings - Pre & Post Workout Powder	New	49.00	No		Yes	62	62	0	0	62	0.05	0	0	0	0	0	0
STC-FRK-30PINA	B081K92D3W	B081K92D3W	Staunch Koala Freak 2.0 Pre-Workout (Pina Koala) 30 Servings - Effective, Premium Pre-Workout Powder	New	49.00	No		Yes	61	44	0	17	91	0.09	0	30	0	0	0	30
STC-FRK-30PM	B081K8NNJB	B081K8NNJB	Staunch Koala Freak 2.0 Pre-Workout (Peach Mango) 30 Servings - Effective, Premium Pre-Workout Powder	New	49.00	No		Yes	104	75	2	27	155	0.04	0	44	7	0	0	44
STC-FRK-30TROPMOJ	B081K8ZLBM	B081K8ZLBM	Staunch Koala Freak 2.0 Pre-Workout (Mystery) 30 Servings - Pre & Post Workout Powder	New	49.00	No		Yes	62	62	0	0	62	0.05	0	0	0	0	0	0
STC-FRK-AUSAPP	B081K8Z1PB	B081K8Z1PB	Staunch Koala Freak 2.0 Pre-Workout (Aussie Apple) 30 Servings - Effective Pre-Workout Powder	New	49.00	No		Yes	0	0	0	0	0	0.05	0	0	0	0	0	0
STC-GREEN-PM30	B087J3GPQ2	B087J3GPQ2	Staunch Koala Food Super Greens (30 Servings) - Peach Mango	New	44.00	No		Yes	2	2	0	0	2	0.04	0	0	0	0	0	0
STC-HUPERZ-A-120C	B089P23YG2	B089P23YG2	Staunch Huperzine-A 120 Capsules, 200MCG - Non-GMO	New	15.00	No		Yes	26	26	0	0	26	0.01	0	0	0	0	0	0
STC-KANGA-MC	B07C2532LB	B07C2532LB	Staunch Kanga Milk (Milk Chocolate) 6LBS - Mass Gainer	New	52.00	No		Yes	24	22	0	2	24	0.39	0	0	0	0	0	0
STC-KANGA-VAN	B07CBXCP7J	B07CBXCP7J	Staunch Kanga Milk (French Vanilla) - Mass Gainer	New	52.00	No		Yes	42	16	0	26	42	0.41	0	0	0	0	0	0
STC-KRILL60	B086VTXT1K	B086VTXT1K	Staunch Krill Oil - Omega-3 EPA/DHA, 60 Softgels, 1000mg per Serving	New	20.00	No		Yes	97	97	0	0	97	0.01	0	0	0	0	0	0
STC-LARG-LCIT180C	B089B9GFSZ	B089B9GFSZ	Staunch L-Arginine L-Citrulline 750mg, 180 Capsules - 500 MG / 250 MG L-Arginine L-Citrulline Complex	New	16.00	No		Yes	52	49	0	1	52	0.02	0	0	0	2	0	0
STC-LCITMAL50SRV-UF	B07ZWKQNJW	B07ZWKQNJW	Staunch L-Citrulline Malate Powder 50 Servings (150 Grams)	New	15.00	No		Yes	135	0	0	135	135	0.03	0	0	0	0	0	0
STC-LGLUT100SRV-UF	B07XVSNRM1	B07XVSNRM1	Staunch L-Glutamine Powder 100 Servings - 500 Grams	New	20.00	No		Yes	47	24	0	22	47	0.07	0	0	0	1	0	0
STC-LGLUT50UF	B07DNMNQKS	B07DNMNQKS	Staunch L-Glutamine Powder 250 Grams, 50 Servings	New	15.00	No		Yes	93	58	1	34	93	0.04	0	0	0	0	0	0
STC-PB-PWD	B08D1YZVKY	B08D1YZVKY	Staunch Outback Butter Peanut Butter Powder (No Sugar Added) (20 Serv) All-Natural And From Roasted Peanuts	New	12.00	No		Yes	31	30	0	1	31	0.04	0	0	0	0	0	0
STC-PQQ60C	B088YPBSSW	B088YPBSSW	Staunch PQQ Capsules 20mg, 60 Caps - Pyrroloquinoline Quinone Dietary Supplement	New	20.00	No		Yes	50	50	0	0	50	0.01	0	0	0	0	0	0
STC-PRE-0STIM30PK	B07JMQ2YZ2	B07JMQ2YZ2	Staunch PRE Zero-Stim - 30 Servings, Pina Koala Pre-Workout Powder, No Stimulates. with Betapure, L-Citrulline, Vitamin B12 and More	New	39.00	No		Yes	60	42	0	18	82	0.07	0	22	0	0	0	22
STC-PRE0STIM30BR	B07C331CWR	B07C331CWR	Staunch PRE Zero-Stim - 30 Servings, Blue Raspberry Pre-Workout Powder, No Stimulates. with Betapure, L-Citrulline, Vitamin B12 and More	New	39.00	No		Yes	25	21	1	2	26	0.05	0	0	1	1	0	0
STC-PRE0STIM30PM	B07C33HDJB	B07C33HDJB	Staunch PRE Zero-Stim - 30 Servings, Peach Mango Pre-Workout Powder, No Stimulates. with Betapure, L-Citrulline, Vitamin B12 and More	New	39.00	No		Yes	2	0	1	1	2	0.06	0	0	0	0	0	0
STC-TDCA60C	B089LGLYCY	B089LGLYCY	Staunch Tudca 250MG, 60 Capsules - Non-GMO	New	30.00	No		Yes	0	0	0	0	0	0	0	0	0	0	0	0
STC-VITC120	B086R4NWCN	B086R4NWCN	Staunch Vitamin C 1,000mg with Rose Hip 25mg, 120 Capsules	New	17.95	No		Yes	1	0	0	1	1	0.01	0	0	0	0	0	0
STC-VPROT-2CH	B07NHDP2HV	B07NHDP2HV	Staunch Vegan Protein (2lbs) Chocolate - 30 Servings	New	39.00	No		Yes	14	14	0	0	32	0.2	0	18	0	0	0	18
STC-VPROT-2VAN	B07NH8NFZF	B07NH8NFZF	Staunch Vegan Protein (2 lbs) Vanilla - 30 Servings	New	39.00	No		Yes	17	16	1	0	17	0.21	0	0	0	0	0	0
STC-WPI30S-CARMVMOC	B07C2BG482	B07C2BG482	Staunch Whey Isolate (Caramel Von Mocha) 2 LBS - Whey Protein Isolate	New	39.00	No		Yes	34	22	0	12	58	0.2	0	24	0	0	0	24
STC-WPI30S-HTCHK	B07C2BYHKP	B07C2BYHKP	Staunch Whey Isolate (Hot Chokkie) 2 LBS - Chocolate Flavored Whey Protein Isolate	New	39.00	No		Yes	134	110	0	23	134	0.2	0	0	0	1	0	0
STC-WPI30S-MIDNGHTC	B07YF3WKJV	B07YF3WKJV	Staunch Whey Isolate (Midnight Cereal) 2 LBS - Premium Whey Protein Isolate	New	39.00	No		Yes	59	28	0	31	59	0.2	0	0	0	0	0	0
STC-WPI30S-VAN	B07C2J9Z31	B07C2J9Z31	Staunch Whey Isolate (Vanilla Ice Cream) 2 LBS - Whey Protein Isolate	New	39.00	No		Yes	57	49	0	8	59	0.2	0	0	2	0	0	0
STC-ZMA90	B07C4SWVGN	B07C4SWVGN	Staunch ZMA (Zinc, Magnesium and Vitamin B6) 90 Capsules, High Qualify, Non-GMO, Gluten Free	New	20.00	No		Yes	2	0	1	1	2	0.02	0	0	0	0	0	0
STCLCITM-300GMS	B087QWJQPF	B087QWJQPF	Staunch L-Citrulline Malate 2:1 Powder (300 GMS)	New	21.00	No		Yes	63	31	0	32	63	0.04	0	0	0	0	0	0
STL-GABA300G	B08SVPFHH7	B08SVPFHH7	Staunch Labs GABA Powder 300 GMS - Non GMO, Gluten Free	New	17.95	No		Yes	80	80	0	0	80	0.04	0	0	0	0	0	0
STL-LCIT120CAPS	B087DZBDPX	B087DZBDPX	Staunch Labs L-Citrulline Capsules 1500mg Serving, 60 Servings - 120 Capsules, Gluten Free	New	15.00	No		Yes	102	98	0	4	102	0.02	0	0	0	0	0	0
STL-MLKTHSTL120C	B08SG6CPJ8	B08SG6CPJ8	Staunch Labs Milk Thistle 250mg, 120 Capsules - Gluten Free, Non-GMO	New	13.95	No		Yes	63	63	0	0	63	0.01	0	0	0	0	0	0
T2-HT3B-76AO	X000UY9Z3Z	B015P0C0GG	Mystique for Her - Top Female Libido & Performance Pills (90 Caps)	New	19.95	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
VDT_ALA-120Caps_E	X002W5ZU7P	B08D9VMSYJ	VitaDirect Premium Alpha Lipoic Acid Capsules 600mg, 120 Capsules - 60 Servings	New	14.97	No		Yes	41	41	0	0	41	0.01	0	0	0	0	0	0
VDT_Alpha_GPC_60Caps_E	X002W6928H	B07GRKK6ZZ	VitaDirect Premium Alpha-GPC 300mg Pills, 60 Vegetarian Pills, Alpha GPC Choline Supplement	New	16.97	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
VDT_CLA_180Caps_E	X002W5ZPWP	B073LM7YR1	VitaDirect Premium CLA Safflower Oil Supplement 1000mg Softgels, 180 Servings (Conjugated Linoleic Acid)	New	12.97	No		Yes	33	32	0	1	34	0.03	0	0	1	0	0	0
VDT_COL_HYDR_1LB_CH_E	X002W63ZTT	B074HFW961	VitaDirect Premium Grade Collagen Hydrolysate Chocolate Flavor 1LB | 454g, 33 Servings, 14g per Serving	New	18.97	No		Yes	23	23	0	0	23	0.08	0	0	0	0	0	0
VDT_COL_HYDR_1LB_E	X002W64CYL	B0711TNZBW	VitaDirect Premium Collagen Hydrolysate Protein Powder Grass-Fed 16oz | 1 Pound, 41 Servings, 11g per Serving	New	18.97	No		Yes	153	147	1	4	153	0.1	0	0	0	1	0	0
VDT_CRANB_90_Caps_E	X002W5ZPFR	B06WWH5J57	VitaDirect Cranberry with Vitamin C & E Capsules Supplement, 500 mg Cranberry, 30mg Vitamin C, 90 Vegetarian Capsules, High Quality Supplements	New	11.97	No		Yes	30	23	0	7	32	0.02	0	0	2	0	0	0
VDT_CREATINE_500G_E	X002W645I9	B06WWL7XPJ	VitaDirect Bulk Creatine Monohydrate 500g [Micronized for Absorption, 5g per Serving, 100 Servings!]	New	13.97	No		Yes	1	0	0	0	1	0.07	0	0	0	1	0	0
VDT_Caffeine_200mg_E	X002W67761	B06WWG7G71	VitaDirect Premium Caffeine Supplement, 240 Pills, 200mg, 240 Servings, Extra Strength, High Quality Supplements	New	13.97	No		Yes	37	0	37	0	37	0.02	0	0	0	0	0	0
VDT_DAA_120Caps_E	X002W65T4X	B07D2ZW22H	VitaDirect Premium D-Aspartic Acid (DAA) Pills - Supplement for Men, 750 mg, 120 Vegetarian Pills, High Quality Supplements	New	11.97	No		Yes	160	155	0	5	160	0.03	0	0	0	0	0	0
VDT_Elderberry_Gum_90_E	X002W678ZB	B088CQL6V6	Vitadirect Premium Elderberry Gummies	New	13.97	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
VDT_L_THEAN_120Caps_E	X002WJT0MR	B06X99SK72	VitaDirect Premium Pure L-Theanine Capsules 250 mg (Theanine), 120 Vegetarian Capsules, Non-GMO, Gluten Free	New	11.97	No		Yes	52	49	0	3	53	0.01	0	0	1	0	0	0
VDT_Lcit_150Caps_E	X002W692QJ	B089YWRN3W	VitaDirect L-Citrulline Capsules - 150 Capsules, 75 Servings, 1,500mg per Serving, Non-GMO	New	13.97	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
VDT_Lcit_Malate_500G_E	X002W671NP	B089YWW8XR	VitaDirect L-Citrulline Malate Powder - 100 Servings, 5g per Servings, Non-GMO	New	26.97	No		Yes	15	13	0	2	15	0.06	0	0	0	0	0	0
VDT_Melatonin_180Caps_E	X002W5ZQGP	B06X9JF285	VitaDirect Melatonin 5mg Pills, 180 Capsules	New	9.97	No		Yes	41	41	0	0	41	0.02	0	0	0	0	0	0
VDT_O_Shiitake_4oz_E	B08F2WP4XZ	B08F2WP4XZ	VitaDirect Premium Organic Shiitake Mushroom - 4oz, 1g per Serving	New	14.95	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
VDT_PQQ_30Caps_120Serv_E	X002W670LN	B07CV1PZ92	VitaDirect Premium PQQ Pills Supplement(Pyrroloquinoline Quinone) 20mg, 30 Caps, High Quality Supplements	New	11.97	No		Yes	119	119	0	0	119	0.01	0	0	0	0	0	0
VDT_Quer_120CapsE_	X002WJPGST	B08DK5XKMZ	VitaDirect Quercetin 880mg, 120 Capsules - 60 Servings	New	28.97	No		Yes	59	58	0	0	59	0.02	0	0	0	1	0	0
VDT_Resv_90Caps_E	X002W65FXX	B073GF1DFS	VitaDirect Resveratrol Pills 500mg, 90 Vegetarian Pills	New	13.97	No		Yes	65	65	0	0	65	0.01	0	0	0	0	0	0
VDT_TUDCA-60CAP_E	X002WUFKEX	B06WWRJWF4	VitaDirect Premium TUDCA (Tauroursodeoxycholic Acid) 250mg, 60 Gelatin Capsules, High Quality	New	29.97	No		Yes	57	54	0	3	57	0.01	0	0	0	0	0	0
VDT_Turmeric_90caps_E	X002W64CIH	B073GDCVQ4	VitaDirect Premium Turmeric Curcumin Plus Supplement (with 20mg BioPerine, Black Pepper Extract) 500mg, 90 Vegetarian Capsules, 95% Curcuminoids Supplement	New	19.97	No		Yes	14	13	0	1	14	0.02	0	0	0	0	0	0
VDT_VIT_B1_E	X002W671A3	B07L9GXG1V	VitaDirect Premium Vitamin B1 100mg, 90 Capsules - Vitamin B1 Thiamine Supplement	New	9.97	No		Yes	80	79	0	1	81	0.01	0	0	1	0	0	0
VDT_VitB12_120Caps_E	X002W69453	B08D2L6W5P	VitaDirect Premium Vitamin B12 Capsules 2000mcg, 120 Capsules - 120 Servings	New	11.97	No		Yes	43	43	0	0	43	0.01	0	0	0	0	0	0
VDT_VitB2_90Caps_E	X002W679HN	B08BDZQLSD	VitaDirect Premium Riboflavin (Vitamin B2) Capsules 400mg, 90 Capsules - 90 Servings	New	13.95	No		Yes	37	36	0	1	37	0.02	0	0	0	0	0	0
VDT_VitB5_120Caps_E	X002W672LV	B08BF8YBPK	VitaDirect Pantothenic Acid (Vitamin B5) Capsules 500mg, 120 Capsules - 120 Servings	New	12.95	No		Yes	48	48	0	0	48	0.01	0	0	0	0	0	0
VDT_VitE_120Gels_E	X002WJT0XL	B08BF71KQB	VitaDirect Premium Vitamin E Capsules 400IU, 120 Softgels - 120 Servings	New	11.95	No		Yes	47	47	0	0	47	0.01	0	0	0	0	0	0
VDT_Vit_C_1LB_E	X002W5ZTBH	B087DW1QVX	VitaDirect Vitamin C 1 Pound (Ascorbic Acid) Supplement 1LB	New	20.97	No		Yes	16	16	0	0	16	0.03	0	0	0	0	0	0
VDT_ZMA_90Caps_E	X002W65E0R	B06X6M88VP	VitaDirect Premium ZMA (Zinc, Magnesium, Vitamin B6) Supplement, 490mg per Serving, 90 Vegan Capsules	New	15.97	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
VDT_Zinc_Gluc_120Cap_E	X002WJSWTJ	B08D21Y7LS	VitaDirect Premium Zinc Gluconate Capsules 50mg, 120 Capsules - 120 Servings	New	13.97	No		Yes	50	50	0	0	50	0.02	0	0	0	0	0	0
WB-9KNF-5UCU	X000NXRSWD	B00MY9BZHC	Nutricost Agmatine 100 Grams - Pure Agmatine 100 Servings (Agmatine Sulfate) - High Quality Powder	New	15.95	No		Yes	1	0	0	1	1	0.02	0	0	0	0	0	0
XPI-DECACOR	B0057RKQ4Q	B0057RKQ4Q	XPI Decacor Creatine (50 Serv) - 10 Creatine Blend	New	34.95	No		Yes	2	0	0	2	2	0.02	0	0	0	0	0	0
XPI-LCARNTART180C	B0892QFDSV	B0892QFDSV	XPI L-Carnitine Tartrate 1000mg Serving, 90 Servings, 180 Capsules	New	16.95	No		Yes	48	21	0	27	48	0.02	0	0	0	0	0	0
XPI-MYOT-2LBVAN	B00BUVOGXA	B00BUVOGXA	XPI Myotein Protein Powder (French Vanilla, 2lb) - Advanced Whey Protein Powder Complex / Shake - Hydrolysate, Isolate, Concentrate and Micellar Casein	New	29.95	No		Yes	86	54	0	32	86	0.24	0	0	0	0	0	0
XPI-MYOT-5VAN	B017E5D9SI	B017E5D9SI	XPI Myotein Protein Powder, French Vanilla 5LB - Best Whey Protein Powder/Shake - Hydrolysate, Isolate, Concentrate & Micellar Casein	New	54.95	No		Yes	1	0	0	1	41	0.41	0	40	0	0	0	28
XPI-MYOT-CH5	B013IRY7M8	B013IRY7M8	XPI Myotein (Chocolate, 5 LB) - Best Whey Protein Powder/Shake - Hydrolysate, Isolate, Concentrate & Micellar Casein	New	54.95	No		Yes	0	0	0	0	0	0.51	0	0	0	0	0	0
XPI-MYOT-STR2LB	B06XX99QGZ	B06XX99QGZ	XPI Myotein Protein Powder (Strawberry, 2lbs) - Best Whey Protein Powder Complex - Great Tasting - Hydrolysate, Isolate, Concentrate, Colostrum, & Micellar Casein	New	29.95	No		Yes	0	0	0	0	0	0.21	0	0	0	0	0	0
XPI-MYOT2-CH	B0047Y6I24	B0047Y6I24	XPI Myotein Protein Powder (Creamy Chocolate, 2lbs) - Best Whey Protein Powder - Great Tasting Protein - Hydrolysate, Isolate, Concentrate & Micellar Casein	New	29.95	No		Yes	124	38	0	86	126	0.2	0	0	2	0	0	0
XPI-MYOT5LB-STR	B071Z2B6QH	B071Z2B6QH	XPI Myotein Protein Powder (Strawberry, 5lbs) - Best Whey Protein Powder Complex - Great Tasting - Hydrolysate, Isolate, Concentrate, Colostrum, & Micellar Casein	New	54.95	No		Yes	20	17	1	2	20	0.38	0	0	0	0	0	0
XPI-MYOTISO-2CHOC	B00OYYSID4	B00OYYSID4	XPI Myotein Isolate (Creamy Milk Chocolate) 2LBS - Whey Protein Isolate - Best Whey Protein Isolate Protein Powder	New	39.95	No		Yes	27	9	0	18	27	0.21	0	0	0	0	0	0
XPI-MYOTISO-2VAN	B00OYYSIES	B00OYYSIES	XPI Myotein Isolate (French Vanilla) 2LBS - Whey Protein Isolate - The Best Whey Protein Isolate Protein Powder	New	39.95	No		Yes	18	17	0	1	18	0.22	0	0	0	0	0	0
XPI-MYOTSC5LB	B071S1MBF2	B071S1MBF2	XPI Myotein Protein Powder (Salted Caramel, 5lbs) - Best Whey Protein Powder Complex - Great Tasting - Hydrolysate, Isolate, Concentrate, Colostrum, & Micellar Casein	New	54.95	No		Yes	42	4	0	38	43	0.41	0	0	1	0	0	0
XPI-R-AGMTN100G	B07JPZJ266	B07JPZJ266	XPI Raw Agmatine Sulfate Powder 100 Grams, 100 Servings - Improve Strength, Build Muscle, Made in The USA	New	10.00	No		Yes	2	0	1	1	2	0.02	0	0	0	0	0	0
XPI-R-BETAAL300G	B07J2QNL6F	B07J2QNL6F	XPI Raw Beta Alanine Powder 300 Grams, 100 Servings - Non-GMO	New	13.95	No		Yes	5	0	0	4	5	0.05	0	0	0	1	0	0
